     LRU FAULT MESSAGE LISTING
       LRU       | Mess# |    Status     |        Message          |Timer
L TR U DOOR      |   3   | FAILED        |TR UPPER DOOR ACTUATOR   |  3 
R TR U DOOR      |   1   | FAILED        |TR UL DOOR HOOK/LATCH    |  3 
R TR U DOOR      |   2   | FAILED        |TR UR DOOR HOOK/LATCH    |  3 
R TR U DOOR      |   3   | FAILED        |TR UPPER DOOR ACTUATOR   |  3 
L TR UL STOW SW  |   1   | FAILED/WIRING |TR UL STOW SWITCH 1A     |  3 
L TR UL STOW SW  |   2   | FAILED/WIRING |TR UL STOW SWITCH 1B     |  3 
L TR UL STOW SW  |   3   | FAILED        |TR UL STOW SWITCH 4      |  3 
R TR UL STOW SW  |   1   | FAILED/WIRING |TR UL STOW SWITCH 1A     |  3 
R TR UL STOW SW  |   2   | FAILED/WIRING |TR UL STOW SWITCH 1B     |  3 
R TR UL STOW SW  |   3   | FAILED        |TR UL STOW SWITCH 4      |  3 
L TR UR STOW SW  |   1   | FAILED/WIRING |TR UR STOW SWITCH 1A     |  3 
L TR UR STOW SW  |   2   | FAILED/WIRING |TR UR STOW SWITCH 1B     |  3 
L TR UR STOW SW  |   3   | FAILED        |TR UR STOW SWITCH 4      |  3 
R TR UR STOW SW  |   1   | FAILED/WIRING |TR UR STOW SWITCH 1A     |  3 
R TR UR STOW SW  |   2   | FAILED/WIRING |TR UR STOW SWITCH 1B     |  3 
R TR UR STOW SW  |   3   | FAILED        |TR UR STOW SWITCH 4      |  3 
VHF 1            |   0   | PREREQUISITE  |INSTALLED                |  0 
VHF 1            |   1   | FAILED/WIRING |NO OUTPUT                |  3 
VHF 1            |   2   | FAILED/WIRING |INTERNAL FAULT           |  5 
VHF 1            |   3   | FAILED/WIRING |NO L-VHF-3 BUS OUTPUT    | 10 
VHF 1            |   4   | FAILED/WIRING |NO L-CDU-6 BUS INPUT     | 10 
VHF 1            |   5   | FAILED/WIRING |NO L-CDU-6 BUS INPUT     | 10 
VHF 2            |   0   | PREREQUISITE  |INSTALLED                |  0 
VHF 2            |   1   | OFF/NO OUTPUT |NO OUTPUT                |  3 
VHF 2            |   2   | FAILED/WIRING |INTERNAL FAULT           |  5 
VHF 2            |   3   | FAILED/WIRING |NO R-VHF-3 BUS OUTPUT    | 10 
VHF 2            |   4   | FAILED/WIRING |NO R-CDU-6 BUS INPUT     | 10 
VHF 2            |   5   | FAILED/WIRING |NO L-CDU-7 BUS INPUT     | 10 
VHF 3            |   0   | PREREQUISITE  |INSTALLED                |  0 
VHF 3            |   1   | OFF/NO OUTPUT |NO OUTPUT                |  3 
VHF 3            |   2   | FAILED/WIRING |INTERNAL FAULT           |  5 
VHF 3            |   3   | FAILED/WIRING |NO T-VHF-3 BUS OUTPUT    | 10 
VHF 3            |   4   | FAILED/WIRING |NO L-CDU-6 BUS INPUT     | 10 
VHF 3            |   5   | FAILED/WIRING |NO L-CDU-6 BUS INPUT     | 10 
L ENG VIB SNSR   |   1   | FAILED/WIRING |ENGINE VIB SENSOR 1A     |  3 
L ENG VIB SNSR   |   2   | FAILED/WIRING |ENGINE VIB SENSOR 1B     |  3 
L ENG VIB SNSR   |   3   | FAILED        |ENGINE VIB SENSOR 4      |  3 
R ENG VIB SNSR   |   1   | FAILED/WIRING |ENGINE VIB SENSOR 1A     |  3 
R ENG VIB SNSR   |   2   | FAILED/WIRING |ENGINE VIB SENSOR 1B     |  3 
R ENG VIB SNSR   |   3   | FAILED        |ENGINE VIB SENSOR 4      |  3 
L PYLN/WING LOOP |   1   | FAILED/WIRING |SHORT CIRCUIT            |  5 
L PYLN/WING LOOP |   2   | FAILED/WIRING |OPEN CIRCUIT             |  5 
L FUSE/WING LOOP |   1   | FAILED/WIRING |SHORT CIRCUIT            |  5 
L FUSE/WING LOOP |   2   | FAILED/WIRING |OPEN CIRCUIT             |  5 
R FUSE/WING LOOP |   1   | FAILED/WIRING |SHORT CIRCUIT            |  5 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
R FUSE/WING LOOP |   2   | FAILED/WIRING |OPEN CIRCUIT             |  5 
R PYLN/WING LOOP |   1   | FAILED/WIRING |SHORT CIRCUIT            |  5 
R PYLN/WING LOOP |   2   | FAILED/WIRING |OPEN CIRCUIT             |  5 
WING A/ICE VLV 1 |   1   | FAILED/WIRING |DISAGREE / VALVE CLOSED  |  5 
WING A/ICE VLV 1 |   2   | FAILED/WIRING |DISAGREE / VALVE OPEN    |  5 
WING A/ICE VLV 1 |   3   | FAILED/WIRING |DISCRETE DISABLE FAIL    |  5 
WING A/ICE VLV 2 |   1   | FAILED/WIRING |DISAGREE / VALVE CLOSED  |  5 
WING A/ICE VLV 2 |   2   | FAILED/WIRING |DISAGREE / VALVE OPEN    |  5 
WING A/ICE VLV 2 |   3   | FAILED/WIRING |DISCRETE DISABLE FAIL    |  5 
WXR RTA          |   0   | PREREQUISITE  |INSTALLED                |  0 
WXR RTA          |   1   | OFF/NO OUTPUT |NO WXT BUS OUTPUT        |  3 
WXR RTA          |   2   | OFF/NO OUTPUT |NO WXT-1/2 OUTPUT TO AFD |  5 
WXR RTA          |   3   | FAILED        |STRAP FAULT              | 15 
WXR RTA          |   4   | FAILED/WIRING |NO WXT-1 BUS TO L AFD    | 10 
WXR RTA          |   5   | FAILED/WIRING |NO WXT-2 BUS TO R AFD    | 10 
WXR RTA          |   6   | FAILED/WIRING |NO WXT-1 BUS TO PFD1     | 15 
WXR RTA          |   7   | FAILED/WIRING |NO WXT-2 BUS TO PFD2     | 15 
WXR RTA          |   8   | FAILED/WIRING |NO WXT-1 BUS TO MFD1     | 15 
WXR RTA          |   9   | FAILED/WIRING |NO WXT-2 BUS TO MFD2     | 15 
WXR RTA          |  10   | FAILED/WIRING |NO WXT-4 BUS TO IOC      | 10 
WXR RTA          |  11   | FAILED/WIRING |NO L-IOC-2 BUS INPUT     | 15 
WXR RTA          |  12   | FAILED/WIRING |NO R-IOC-2 BUS INPUT     | 15 
WXR RTA          |  13   | FAILED/WIRING |RTA FAULT                | 15 
WX RADAR CH A/B  |   0   | PREREQUISITE  |INSTALLED                |  0 
WX RADAR CH A/B  |   2   | FAILED/WIRING |NO OUTPUT                |  3 
WX RADAR CH A/B  |   3   | FAILED        |INTERNAL FAULT           |  5 
WX RADAR CH A/B  |   5   | FAILED/WIRING |NO WXT-1 BUS OUTPUT      |  4 
WX RADAR CH A/B  |   6   | FAILED/WIRING |NO WXT-1 BUS TO L-PFD    |  5 
WX RADAR CH A/B  |   7   | FAILED/WIRING |NO WXT-1 BUS TO L-MFD    |  7 
WX RADAR CH A/B  |   8   | FAILED/WIRING |NO WXT-1 BUS TO R-MFD    |  9 
WX RADAR CH A/B  |   9   | FAILED/WIRING |NO WXT-1 BUS TO R-PFD    | 11 
WX RADAR CH A/B  |  10   | FAILED/WIRING |NO L-GP-4 BUS INPUT      | 10 
WX RADAR CH A/B  |  11   | FAILED/WIRING |NO R-GP-4 BUS INPUT      | 10 
APU SQUIB        |   1   | FAILED/WIRING |BOTH BRIDGEWIRES OPEN    |  3 
APU FIRE LOOP A  |   1   | FAILED/WIRING |SHORT CIRCUIT            |  3 
APU FIRE LOOP A  |   2   | FAILED/WIRING |OPEN CIRCUIT             |  3 
APU FIRE LOOP B  |   1   | FAILED/WIRING |SHORT CIRCUIT            |  3 
APU FIRE LOOP B  |   2   | FAILED/WIRING |OPEN CIRCUIT             |  3 
APU FIRE LOOPS   |   1   | FAILED/WIRING |CROSSWIRED LOOPS         |  3 
FIREX BOTTLE 1   |   1   | FAILED/WIRING |LOW PRESSURE DETECTED    |  3 
FIREX BOTTLE 2   |   1   | FAILED/WIRING |LOW PRESSURE DETECTED    |  3 
XBLEED VALVE     |   1   | FAILED/WIRING |DISAGREE / VALVE OPEN    |  5 
XBLEED VALVE     |   2   | FAILED/WIRING |DISAGREE / VALVE CLOSED  |  5 
CARGO SMOKE DET  |   1   | FAILED/WIRING |NO RESPONSE TO CMD       |  3 
L ENG FIRE LOOPA |   1   | FAILED/WIRING |SHORT CIRCUIT            |  3 
L ENG FIRE LOOPA |   2   | FAILED/WIRING |OPEN CIRCUIT             |  3 
R ENG FIRE LOOPA |   1   | FAILED/WIRING |SHORT CIRCUIT            |  3 
R ENG FIRE LOOPA |   2   | FAILED/WIRING |OPEN CIRCUIT             |  3 
L ENG FIRE LOOPB |   1   | FAILED/WIRING |SHORT CIRCUIT            |  3 
L ENG FIRE LOOPB |   2   | FAILED/WIRING |OPEN CIRCUIT             |  3 
R ENG FIRE LOOPB |   1   | FAILED/WIRING |SHORT CIRCUIT            |  3 
R ENG FIRE LOOPB |   2   | FAILED/WIRING |OPEN CIRCUIT             |  3 
L ENG FIRE LOOPS |   1   | FAILED/WIRING |CROSSWIRED LOOPS         |  3 
R ENG FIRE LOOPS |   1   | FAILED/WIRING |CROSSWIRED LOOPS         |  3 
L ENG BTL1 SQUIB |   1   | FAILED/WIRING |BOTH BRIDGEWIRES OPEN    |  3 
L ENG BTL2 SQUIB |   1   | FAILED/WIRING |BOTH BRIDGEWIRES OPEN    |  3 
MWW OVHT LOOP    |   1   | FAILED/WIRING |SHORT CIRCUIT            |  3 
MWW OVHT LOOP    |   2   | FAILED/WIRING |OPEN CIRCUIT             |  3 
R ENG BTL1 SQUIB |   1   | FAILED/WIRING |BOTH BRIDGEWIRES OPEN    |  3 
R ENG BTL2 SQUIB |   1   | FAILED/WIRING |BOTH BRIDGEWIRES OPEN    |  3 
WING XVALVE      |   1   | FAILED/WIRING |DISAGREE / VALVE OPEN    |  5 

     LRU SERVICE MESSAGE LISTING


       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
L ENG A/C FAULTS |   1   | LRU OK / INFO |FADEC/AIRCRAFT MISMATCH  |  3 
R ENG A/C FAULTS |   1   | LRU OK / INFO |FADEC/AIRCRAFT MISMATCH  |  3 
AC FUEL SYSTEM   |   1   | LRU OK / INFO |FUEL LOW PRESSURE        |  3 
AC FUEL SYSTEM   |   2   | LRU OK / INFO |FUEL LOW PRESSURE        |  0 
L ENG AI SYSTEM  |   1   | LRU OK / INFO |ANTI-ICE LOW PRESSURE    |  3 
L ENG AI SYSTEM  |   2   | LRU OK / INFO |ANTI-ICE OVER PRESSURE   |  3 
L ENG AI SYSTEM  |   3   | LRU OK / INFO |ANTI-ICE ON W/O COMMAND  |  3 
R ENG AI SYSTEM  |   1   | LRU OK / INFO |ANTI-ICE LOW PRESSURE    |  3 
R ENG AI SYSTEM  |   2   | LRU OK / INFO |ANTI-ICE OVER PRESSURE   |  3 
R ENG AI SYSTEM  |   3   | LRU OK / INFO |ANTI-ICE ON W/O COMMAND  |  3 
APU ECU          |   4   | FAILED        |NO BATT BUS PWR          |  3 
APU ECU          |   5   | FAILED        |NO BATT BUS PWR          |  3 
APU FUEL CTRL    |   1   | FAILED/WIRING |OPN/SHRT TORQUE MOTOR    |  3 
APU FUEL SOV     |   2   | FAILED/WIRING |OPEN/SHORT FUEL SOV      |  3 
APU START MOTOR  |   1   | FAILED/WIRING |OPEN PWR/SENSE WIRE      |  3 
APU INLET T SNSR |   1   | FAILED/WIRING |OPN/SHRT CIRCUIT         |  3 
APU HOURMETER    |   1   | FAILED/WIRING |NO DATA OUTPUT TO ECU    |  3 
APU HOURMETER    |   2   | FAILED        |DATA XCHECK FAULT        |  3 
APU OIL T SNSR   |   1   | FAILED/WIRING |OPN/SHRT CIRCUIT         |  3 
AUX HYDRAULICS   |   1   | DEFERRED MAINT|LOW HYDRAULICS LEVEL     |  3 
AUX HYDRAULICS   |   2   | MAINTENANCE   |HIGH HYDRAULICS LEVEL    |  3 
AVIONICS VLV RLY |   1   | FAILED/WIRING |AVIONICS RELAY FAILED    |  5 
BLEED VALVE 1    |   5   | FAILED/WIRING |DISCRETE INPUT TO DCU    |  5 
BLEED VALVE 1    |   6   | FAILED/WIRING |DISCRETE INPUT TO DCU    |  5 
BLEED VALVE 2    |   5   | FAILED/WIRING |DISCRETE INPUT TO DCU    |  5 
BLEED VALVE 2    |   6   | FAILED/WIRING |DISCRETE INPUT TO DCU    |  5 
CAB VENT T SNSR  |   2   | FAILED/WIRING |CH A FAULT               |  7 
CAB VENT T SNSR  |   3   | FAILED/WIRING |CH B FAULT               |  7 
L ENG CGV ACT    |   4   | LRU OK / INFO |CGV ACTUATOR SUSPECT     |  3 
R ENG CGV ACT    |   4   | LRU OK / INFO |CGV ACTUATOR SUSPECT     |  3 
CKPT T SEL PNL   |   2   | FAILED/WIRING |CH A FAULT               |  7 
CKPT T SEL PNL   |   3   | FAILED/WIRING |CH B FAULT               |  7 
CKPT VENT T SNSR |   2   | FAILED/WIRING |CH A FAULT               |  7 
CKPT VENT T SNSR |   3   | FAILED/WIRING |CH B FAULT               |  7 
CAB DUCT T SNSR  |   2   | FAILED/WIRING |CH B FAULT               |  7 
CAB DUCT T SNSR  |   3   | FAILED/WIRING |CH A FAULT               |  7 
L ENG BOTH ECU   |   5   | LRU OK / INFO |FADEC CONFIG MISMATCH    |  3 
R ENG BOTH ECU   |   5   | LRU OK / INFO |FADEC CONFIG MISMATCH    |  3 
L ENG OIL SYS    |   1   | LRU OK / INFO |OIL FILTER BLOCKAGE      |  3 
L ENG OIL SYS    |   2   | LRU OK / INFO |OIL CHIPS DETECTED       |  3 
R ENG OIL SYS    |   1   | LRU OK / INFO |OIL FILTER BLOCKAGE      |  3 
R ENG OIL SYS    |   2   | LRU OK / INFO |OIL CHIPS DETECTED       |  3 
FLOW CTRL VLV1   |   4   | FAILED/WIRING |DISCRETE INPUT TO DCU    |  5 
FLOW CTRL VLV1   |   5   | FAILED/WIRING |DISCRETE INPUT TO DCU    |  5 
FLOW CTRL VLV2   |   4   | FAILED/WIRING |DISCRETE INPUT TO DCU    |  5 
FLOW CTRL VLV2   |   5   | FAILED/WIRING |DISCRETE INPUT TO DCU    |  5 
FIREX CTRL UNIT  |  10   | DEFERRED MAINT|INTERNAL FAULT           |  3 
FSU 1 CHARTS     |   5   | LRU OK / INFO |DATABASE NOT CURRENT     |  5 
XM RECEIVER      |   2   | LRU OK / INFO |XM SUBSCRIPTION INVALID  |  5 
FSU 2 CHARTS     |   5   | LRU OK / INFO |DATABASE NOT CURRENT     |  5 
HOT AIR T SNSR   |   2   | FAILED/WIRING |CH A FAULT               |  7 
HOT AIR T SNSR   |   3   | FAILED/WIRING |CH B FAULT               |  7 
HYD GEN TEST     |   1   | LRU OK / INFO |HYD GEN TEST OK          |  3 
HYD GEN TEST     |   2   | LRU OK / INFO |HYD GEN TEST INCOMPLETE  |  3 
HYD GEN CNTOR    |   1   | FAILED/WIRING |HYD GEN CNTOR TEST FAIL  |  3 
HYD GEN FEEDER   |   1   | FAILED/WIRING |HYD GEN FEEDER TEST FAIL |  3 
HYD GEN GCU      |   1   | FAILED        |HYD GEN GCU TEST FAIL    |  3 
L ENG HMU        |   4   | LRU OK / INFO |HMU SUSPECT              |  0 
R ENG HMU        |   4   | LRU OK / INFO |HMU SUSPECT              |  3 
HI PRESS VALVE 1 |   4   | FAILED/WIRING |DISCRETE INPUT TO DCU    |  5 
HI PRESS VALVE 1 |   5   | FAILED/WIRING |DISCRETE INPUT TO DCU    |  5 
HI PRESS VALVE 1 |   6   | MAINTENANCE   |L HPV HI PRESS DRIFT     |  5 
HI PRESS VALVE 2 |   4   | FAILED/WIRING |DISCRETE INPUT TO DCU    |  5 
HI PRESS VALVE 2 |   5   | FAILED/WIRING |DISCRETE INPUT TO DCU    |  5 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
HI PRESS VALVE 2 |   6   | MAINTENANCE   |R HPV HI PRESS DRIFT     |  5 
IASC1      TST A |  17   | DEFERRED MAINT|IASC-1 CHANNEL A FAULT   |  5 
IASC1      TST A |  18   | DEFERRED MAINT|IASC-1 CHANNEL B FAULT   |  5 
IASC1      TST A |  19   | DEFERRED MAINT|IASC-1 INPUT DISAGREE    |  5 
IASC2      TST A |  17   | DEFERRED MAINT|IASC-2 CHANNEL A FAULT   |  5 
IASC2      TST A |  18   | DEFERRED MAINT|IASC-2 CHANNEL B FAULT   |  5 
IASC2      TST A |  19   | DEFERRED MAINT|IASC-2 INPUT DISAGREE    |  5 
IOC 1            |   5   | LRU OK / INFO |I/O OVERLOAD             | 45 
IOC 1            |   6   | LRU OK / INFO |INPUT BUS ERROR          | 25 
IOC 1            |  22   | LRU OK / INFO |ATM 1 FIFO FULL FAULT    | 25 
IOC 1            |  23   | LRU OK / INFO |ATM 2 FIFO FULL FAULT    | 25 
IOC 1            |  24   | LRU OK / INFO |ATM 3 FIFO FULL FAULT    | 25 
IOC 2            |   5   | LRU OK / INFO |I/O OVERLOAD             | 45 
IOC 2            |   6   | LRU OK / INFO |INPUT BUS ERROR          | 25 
IOC 2            |  20   | LRU OK / INFO |ATM 1 FIFO FULL FAULT    | 25 
IOC 2            |  21   | LRU OK / INFO |ATM 2 FIFO FULL FAULT    | 25 
IOC 2            |  22   | LRU OK / INFO |ATM 3 FIFO FULL FAULT    | 25 
STBY INST BATT   |   1   | LRU OK / INFO |STBY INST BATT IN TEST   |  1 
STBY INST BATT   |   2   | LRU OK / INFO |STBY INST BATT TEST OK   |  3 
L AOA SENSOR     |   2   | FAILED/WIRING |L AOA SINGLE FAULT       |  3 
L AOA SENSOR     |   3   | LRU OK / INFO |L AOA RSLVR 1&2 DISAGREE |  8 
L DC MOTOR PUMP  |   1   | DEFERRED MAINT|DC MOTOR PUMP BRUSH WEAR |  3 
L ENG ECFR       |   1   | LRU OK / INFO |FADEC ECU A DATA FULL    |  3 
L ENG ECFR       |   2   | LRU OK / INFO |FADEC ECU B DATA FULL    |  3 
L ENG ECFR       |   3   | LRU OK / INFO |POWERPLANT EVENT RECORD  |  3 
L ENG EXCEEDANCE |   1   | MAINTENANCE   |THRESHOLD EXCEEDANCE     |  3 
L HYDR RESERVOIR |   1   | DEFERRED MAINT|LOW HYDRAULICS LEVEL     |  3 
L I/B TEMP SNSR  |   2   | FAILED/WIRING |CH A FAULT               |  7 
L I/B TEMP SNSR  |   3   | FAILED/WIRING |CH B FAULT               |  7 
L ENG NOTICE     |   1   | LRU OK / INFO |HIGH POWER SHUTDOWN      |  3 
L ENG NOTICE     |   2   | LRU OK / INFO |UNEXPECTED CHANNEL SWAP  |  3 
L ENG NOTICE     |   3   | LRU OK / INFO |UNEXPECTED FLAMEOUT      |  3 
L ENG NOTICE     |   4   | LRU OK / INFO |UNEXPECTED ENGINE SURGE  |  3 
L ENG NOTICE     |   5   | LRU OK / INFO |UNEXPECTED AUTO-IGNITION |  3 
L ENG NOTICE     |   6   | LRU OK / INFO |START ABORT - HIGH TEMP  |  3 
L ENG NOTICE     |   7   | LRU OK / INFO |START ABORT - NO FINISH  |  3 
L ENG NOTICE     |   8   | LRU OK / INFO |START ABORT - NO BEGIN   |  3 
L ENG NOTICE     |   9   | LRU OK / INFO |BROKEN SHAFT DETECTION   |  3 
L ENG NOTICE     |  10   | LRU OK / INFO |N2 OVERSPEED DETECTION   |  3 
L ENG NOTICE     |  11   | LRU OK / INFO |N1 NOTICE EXCEEDANCE     |  3 
L ENG NOTICE     |  12   | LRU OK / INFO |N2 NOTICE EXCEEDANCE     |  0 
L ENG NOTICE     |  13   | LRU OK / INFO |ITT NOTICE EXCEEDANCE    |  3 
L ENG NOTICE     |  14   | LRU OK / INFO |LOW OIL PRES NOTICE      |  3 
L ENG TLD        |   1   | LRU OK / INFO |FUNCTIONAL STATUS CLEAR  |  3 
L ENG TLD        |   2   | LRU OK / INFO |FUNCTIONAL STATUS NOTICE |  3 
L ENG TLD        |   3   | LRU OK / INFO |FUNCTIONAL STATUS LT     |  3 
L ENG TLD        |   4   | LRU OK / INFO |FUNCTIONAL STATUS ST     |  3 
L ENG TLD        |   5   | LRU OK / INFO |FUNCTIONAL STATUS (MMEL) |  3 
L ENG TLD        |   6   | LRU OK / INFO |FUNCTIONAL STATUS CHANGE |  3 
MDC              |   3   | LRU OK / INFO |QUEUE OVERRUN            | 45 
MDC              |   4   | FAILED        |INTERNAL BATTERY FAIL    |  5 
PACK TEMP SNSR   |   2   | FAILED/WIRING |CH A FAULT               |  7 
PACK TEMP SNSR   |   3   | FAILED/WIRING |CH B FAULT               |  7 
R AOA SENSOR     |   2   | FAILED/WIRING |R AOA SINGLE FAULT       |  8 
R AOA SENSOR     |   3   | LRU OK / INFO |R AOA RSLVR 1&2 DISAGREE |  8 
RAM AIR REG VLV  |   3   | FAILED/WIRING |DISAGREE / VALVE CLOSED  |  5 
RAM AIR REG VLV  |   4   | FAILED/WIRING |DISAGREE / VALVE OPEN    |  5 
R DC MOTOR PUMP  |   1   | DEFERRED MAINT|DC MOTOR PUMP BRUSH WEAR |  3 
R ENG ECFR       |   1   | LRU OK / INFO |FADEC ECU A DATA FULL    |  3 
R ENG ECFR       |   2   | LRU OK / INFO |FADEC ECU B DATA FULL    |  3 
R ENG ECFR       |   3   | LRU OK / INFO |POWERPLANT EVENT RECORD  |  3 
R ENG EXCEEDANCE |   1   | MAINTENANCE   |THRESHOLD EXCEEDANCE     |  3 
R HYDR RESERVOIR |   1   | DEFERRED MAINT|LOW HYDRAULICS LEVEL     |  3 
R I/B TEMP SNSR  |   2   | FAILED/WIRING |CH A FAULT               |  7 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
R I/B TEMP SNSR  |   3   | FAILED/WIRING |CH B FAULT               |  7 
R ENG NOTICE     |   1   | LRU OK / INFO |HIGH POWER SHUTDOWN      |  3 
R ENG NOTICE     |   2   | LRU OK / INFO |UNEXPECTED CHANNEL SWAP  |  3 
R ENG NOTICE     |   3   | LRU OK / INFO |UNEXPECTED FLAMEOUT      |  3 
R ENG NOTICE     |   4   | LRU OK / INFO |UNEXPECTED ENGINE SURGE  |  3 
R ENG NOTICE     |   5   | LRU OK / INFO |UNEXPECTED AUTO-IGNITION |  3 
R ENG NOTICE     |   6   | LRU OK / INFO |START ABORT - HIGH TEMP  |  0 
R ENG NOTICE     |   7   | LRU OK / INFO |START ABORT - NO FINISH  |  3 
R ENG NOTICE     |   8   | LRU OK / INFO |START ABORT - NO BEGIN   |  3 
R ENG NOTICE     |   9   | LRU OK / INFO |BROKEN SHAFT DETECTION   |  3 
R ENG NOTICE     |  10   | LRU OK / INFO |N2 OVERSPEED DETECTION   |  3 
R ENG NOTICE     |  11   | LRU OK / INFO |N1 NOTICE EXCEEDANCE     |  3 
R ENG NOTICE     |  12   | LRU OK / INFO |N2 NOTICE EXCEEDANCE     |  3 
R ENG NOTICE     |  13   | LRU OK / INFO |ITT NOTICE EXCEEDANCE    |  3 
R ENG NOTICE     |  14   | LRU OK / INFO |LOW OIL PRES NOTICE      |  3 
R ENG TLD        |   1   | LRU OK / INFO |FUNCTIONAL STATUS CLEAR  |  3 
R ENG TLD        |   2   | LRU OK / INFO |FUNCTIONAL STATUS NOTICE |  3 
R ENG TLD        |   3   | LRU OK / INFO |FUNCTIONAL STATUS LT     |  3 
R ENG TLD        |   4   | LRU OK / INFO |FUNCTIONAL STATUS ST     |  0 
R ENG TLD        |   5   | LRU OK / INFO |FUNCTIONAL STATUS (MMEL) |  3 
R ENG TLD        |   6   | LRU OK / INFO |FUNCTIONAL STATUS CHANGE |  3 
L ENG SBV A      |   4   | LRU OK / INFO |SBV A SUSPECT            |  3 
R ENG SBV A      |   4   | LRU OK / INFO |SBV A SUSPECT            |  3 
L ENG SBV B      |   4   | LRU OK / INFO |SBV B SUSPECT            |  3 
R ENG SBV B      |   4   | LRU OK / INFO |SBV B SUSPECT            |  3 
L ENG SBV C      |   4   | LRU OK / INFO |SBV C SUSPECT            |  3 
R ENG SBV C      |   4   | LRU OK / INFO |SBV C SUSPECT            |  3 
SPOILER ECU 1    |  34   | MAINTENANCE   |SPOILER RIGGING FAILED   |  3 
SPOILER ECU 2    |  34   | MAINTENANCE   |SPOILER RIGGING FAILED   |  3 
STALL COMPUTER   |  28   | FAILED        |SPC RESOLVER CH FAIL     |  8 
TAWS MARK V      |   3   | FAILED/WIRING |SELF TEST INVALID        |  5 
TAWS MARK V      |  15   | FAILED/WIRING |GS CANCEL INVALID        |  5 
TAWS MARK VIII   |   4   | FAILED/WIRING |SELF TEST INVALID        |  5 
TAWS MARK VIII   |  17   | FAILED/WIRING |GS CANCEL INVALID        |  5 
L ENG TR SYS     |   2   | LRU OK / INFO |REVERSER IS FAILED       |  3 
L ENG TR SYS     |   3   | LRU OK / INFO |REVESER NOT INHIBITED    |  3 
R ENG TR SYS     |   2   | LRU OK / INFO |REVERSER IS FAILED       |  3 
R ENG TR SYS     |   3   | LRU OK / INFO |REVESER NOT INHIBITED    |  3 
WING A/ICE VLV 1 |   4   | FAILED/WIRING |DISCRETE INPUT TO DCU    |  5 
WING A/ICE VLV 1 |   5   | FAILED/WIRING |DISCRETE INPUT TO DCU    |  5 
